shipment_id,product,origin,destination,origin_lat,origin_lon,dest_lat,dest_lon,cargo_kg,invoice_ngn,distance_km,transit_hrs,delay_hrs,total_hrs,shelf_hrs,time_ratio,has_cold_chain,avg_temp,max_temp,max_temp_allowed,temp_exceedance,avg_humidity,road_quality,vibration_score,borrower_history,prior_defaults,spoilage_prob,spoiled,default_prob,defaulted,financing_rate
XB-20243569,Strawberries,Kano,Kaduna,12.0,8.52,10.52,7.44,1211.2,913453.0,286.4,6.14,1.72,7.86,36,0.218,1,8.6,16.5,8,8.5,58.4,fair,0.792,poor,1,0.3052,0,0.6033,0,6.83
XB-20243570,Fresh Fish,Ibadan,Kano,7.38,3.93,12.0,8.52,2291.6,1497918.0,876.7,13.85,0.23,14.08,24,0.587,0,31.7,36.1,4,32.1,86.1,fair,0.534,good,0,0.818,1,0.4626,0,5.7
XB-20243571,Leafy Greens,Kaduna,Zaria,10.52,7.44,11.08,7.71,3096.6,860752.0,84.2,1.87,1.89,3.76,48,0.078,1,11.2,16.1,10,6.1,67.5,good,0.0,fair,0,0.2702,0,0.3131,0,4.51
XB-20243572,Peppers,Port Harcourt,Jos,4.82,7.04,9.92,8.89,3245.3,585882.0,926.5,23.99,0.25,24.24,96,0.252,1,25.3,32.1,22,10.1,70.3,poor,1.814,fair,0,0.3829,0,0.3657,0,4.93
XB-20243573,Dairy,Jos,Enugu,9.92,8.89,6.44,7.5,2395.3,1052357.0,625.2,15.76,6.64,22.41,48,0.467,1,5.5,9.6,6,3.6,79.2,fair,1.219,good,1,0.2638,0,0.3378,0,4.7
XB-20243574,Fresh Fish,Ibadan,Lagos,7.38,3.93,6.52,3.38,4597.6,2747966.0,138.2,2.3,1.22,3.51,24,0.146,0,34.2,41.0,4,37.0,69.7,poor,1.018,fair,1,0.5408,0,0.5208,0,6.17
XB-20243575,Peppers,Kaduna,Kano,10.52,7.44,12.0,8.52,4716.4,845923.0,271.8,4.43,1.45,5.88,96,0.061,0,31.6,34.6,22,12.6,59.0,fair,0.876,good,1,0.3335,0,0.3396,0,4.72
XB-20243576,Peppers,Enugu,Onitsha,6.44,7.5,6.14,6.79,1587.6,278576.0,130.4,3.1,3.55,6.65,96,0.069,0,30.9,37.5,22,15.5,77.7,good,0.0,good,0,0.2456,0,0.2664,0,4.13
XB-20243577,Strawberries,Port Harcourt,Jos,4.82,7.04,9.92,8.89,721.7,560341.0,917.9,16.27,0.62,16.9,36,0.469,1,6.1,11.1,8,3.1,91.6,poor,1.141,fair,1,0.3162,0,0.4676,0,5.74
XB-20243578,Strawberries,Kaduna,Onitsha,10.52,7.44,6.14,6.79,4972.9,3695468.0,766.7,17.47,2.08,19.54,36,0.543,1,7.3,13.3,8,5.3,68.3,poor,1.917,good,2,0.3774,1,0.395,0,5.16
XB-20243579,Peppers,Kaduna,Ibadan,10.52,7.44,7.38,3.93,3414.0,668743.0,652.3,12.02,1.14,13.16,96,0.137,0,40.2,46.4,22,24.4,84.4,fair,1.205,poor,2,0.515,0,0.8097,1,8.48
XB-20243580,Tomatoes,Zaria,Enugu,11.08,7.71,6.44,7.5,3112.8,1175358.0,677.1,11.69,0.34,12.03,72,0.167,1,26.5,31.6,25,6.6,80.8,poor,1.329,poor,0,0.2642,0,0.4961,0,5.97
XB-20243581,Tomatoes,Kano,Lagos,12.0,8.52,6.52,3.38,4148.5,1477660.0,1142.7,21.58,0.0,21.58,72,0.3,1,23.4,27.0,25,2.0,77.9,poor,2.225,good,0,0.2095,0,0.2649,0,4.12
XB-20243582,Strawberries,Jos,Abuja,9.92,8.89,9.07,7.4,1419.9,1072404.0,273.0,6.8,2.07,8.87,36,0.246,0,25.2,30.2,8,22.2,67.9,good,0.0,poor,1,0.5198,0,0.6154,1,6.92
XB-20243583,Peppers,Kano,Enugu,12.0,8.52,6.44,7.5,3182.5,587470.0,918.9,20.51,1.51,22.02,96,0.229,0,34.9,40.2,22,18.2,86.0,good,0.0,good,0,0.6886,1,0.3715,0,4.97
XB-20243584,Tomatoes,Zaria,Abuja,11.08,7.71,9.07,7.4,3055.9,1110324.0,283.7,5.1,0.01,5.11,72,0.071,0,37.6,44.5,25,19.5,65.2,poor,1.194,fair,1,0.484,0,0.5511,0,6.41
XB-20243585,Tomatoes,Enugu,Kaduna,6.44,7.5,10.52,7.44,2994.3,1084128.0,632.6,14.43,0.49,14.92,72,0.207,1,28.8,33.1,25,8.1,67.1,fair,1.489,good,0,0.3144,0,0.2755,0,4.2
XB-20243586,Mangoes,Port Harcourt,Kano,4.82,7.04,12.0,8.52,410.1,84450.0,1123.1,17.92,0.4,18.32,96,0.191,1,18.4,23.8,20,3.8,78.9,poor,1.132,good,1,0.3323,0,0.3466,0,4.77
XB-20243587,Strawberries,Ibadan,Lagos,7.38,3.93,6.52,3.38,849.5,619680.0,139.2,2.84,0.33,3.17,36,0.088,1,7.3,13.4,8,5.4,86.9,good,0.0,good,0,0.1404,0,0.1501,0,3.2
XB-20243588,Fresh Fish,Lagos,Abuja,6.52,3.38,9.07,7.4,4884.8,3192097.0,763.9,18.38,2.63,21.02,24,0.876,0,37.0,42.0,4,38.0,74.6,poor,2.998,good,1,0.8378,1,0.6415,1,7.13
XB-20243589,Dairy,Enugu,Lagos,6.44,7.5,6.52,3.38,367.5,163281.0,607.5,15.68,0.84,16.52,48,0.344,0,33.8,37.3,6,31.3,80.3,poor,1.433,good,0,0.5887,1,0.451,0,5.61
XB-20243590,Peppers,Abuja,Port Harcourt,9.07,7.4,4.82,7.04,2764.4,459780.0,756.4,12.72,1.72,14.43,96,0.15,0,31.3,37.0,22,15.0,86.5,good,0.0,fair,0,0.5096,1,0.4497,0,5.6
XB-20243591,Leafy Greens,Abuja,Onitsha,9.07,7.4,6.14,6.79,1436.2,378560.0,408.0,9.63,0.67,10.3,48,0.215,0,31.8,34.5,10,24.5,62.8,good,0.0,poor,1,0.4335,1,0.5173,0,6.14
XB-20243592,Leafy Greens,Ibadan,Jos,7.38,3.93,9.92,8.89,2380.1,661709.0,779.9,13.6,0.2,13.8,48,0.287,0,39.2,44.3,10,34.3,55.5,good,0.0,poor,3,0.348,0,0.7186,1,7.75
XB-20243593,Dairy,Port Harcourt,Enugu,4.82,7.04,6.44,7.5,622.8,272773.0,296.4,4.78,0.58,5.35,48,0.111,1,8.4,15.3,6,9.3,82.6,fair,0.923,fair,0,0.3469,0,0.355,0,4.84
XB-20243594,Dairy,Jos,Kaduna,9.92,8.89,10.52,7.44,4339.9,1687837.0,273.2,5.4,0.24,5.65,48,0.118,0,29.2,31.7,6,25.7,85.2,poor,2.023,good,0,0.5188,1,0.3429,0,4.74
XB-20243595,Mangoes,Lagos,Jos,6.52,3.38,9.92,8.89,4307.3,801963.0,941.2,23.48,1.15,24.62,96,0.256,0,31.1,34.7,20,14.7,57.5,good,0.0,poor,0,0.6631,1,0.6797,1,7.44
XB-20243596,Leafy Greens,Kano,Ibadan,12.0,8.52,7.38,3.93,744.8,222714.0,986.2,23.21,0.58,23.8,48,0.496,1,12.2,19.9,10,9.9,74.9,fair,1.01,excellent,0,0.3613,0,0.2532,0,4.03
XB-20243597,Leafy Greens,Lagos,Ibadan,6.52,3.38,7.38,3.93,1309.5,377523.0,174.2,3.53,1.28,4.81,48,0.1,0,28.7,36.5,10,26.5,76.3,fair,1.213,poor,0,0.5035,1,0.465,0,5.72
XB-20243598,Peppers,Enugu,Kano,6.44,7.5,12.0,8.52,1265.9,211729.0,1004.4,18.94,0.79,19.73,96,0.205,1,21.5,24.1,22,2.1,67.4,fair,1.278,poor,3,0.1525,0,0.5543,0,6.43
XB-20243599,Strawberries,Onitsha,Lagos,6.14,6.79,6.52,3.38,4440.8,3285362.0,557.5,10.22,0.66,10.88,36,0.302,0,36.7,43.1,8,35.1,66.5,fair,0.643,excellent,0,0.5783,1,0.3485,0,4.79
XB-20243600,Leafy Greens,Abuja,Enugu,9.07,7.4,6.44,7.5,2740.1,704714.0,379.6,6.5,4.25,10.75,48,0.224,1,10.9,13.7,10,3.7,77.5,poor,2.915,fair,1,0.4749,1,0.5909,1,6.73
XB-20243601,Peppers,Onitsha,Ibadan,6.14,6.79,7.38,3.93,1370.8,237370.0,489.3,12.43,0.07,12.49,96,0.13,0,30.5,36.3,22,14.3,57.6,fair,0.779,good,0,0.5529,1,0.4078,0,5.26
XB-20243602,Tomatoes,Zaria,Port Harcourt,11.08,7.71,4.82,7.04,4212.0,1494043.0,842.5,16.47,4.47,20.94,72,0.291,1,27.2,34.0,25,9.0,55.0,fair,1.456,fair,0,0.4246,0,0.4342,0,5.47
XB-20243603,Leafy Greens,Enugu,Onitsha,6.44,7.5,6.14,6.79,2434.8,637836.0,123.8,2.33,1.41,3.74,48,0.078,1,8.7,14.5,10,4.5,88.2,fair,1.265,fair,0,0.3341,0,0.2825,0,4.26
XB-20243604,Tomatoes,Kano,Enugu,12.0,8.52,6.44,7.5,3255.0,1207795.0,985.6,24.18,1.82,26.0,72,0.361,0,26.1,30.7,25,5.7,86.5,fair,0.769,fair,0,0.4838,0,0.465,0,5.72
XB-20243605,Tomatoes,Ibadan,Zaria,7.38,3.93,11.08,7.71,4315.7,1562300.0,839.3,15.37,1.6,16.97,72,0.236,1,26.3,32.3,25,7.3,65.8,fair,0.896,fair,0,0.3505,0,0.3685,0,4.95
XB-20243606,Fresh Fish,Onitsha,Port Harcourt,6.14,6.79,4.82,7.04,3364.4,2026154.0,235.6,6.35,2.7,9.05,24,0.377,1,5.1,10.9,4,6.9,79.5,fair,1.154,fair,2,0.4176,1,0.5087,0,6.07
XB-20243607,Fresh Fish,Kaduna,Port Harcourt,10.52,7.44,4.82,7.04,1814.1,1058371.0,957.0,22.09,0.67,22.76,24,0.948,1,3.5,9.4,4,5.4,62.1,fair,1.009,good,0,0.4499,0,0.3683,0,4.95
XB-20243608,Tomatoes,Enugu,Lagos,6.44,7.5,6.52,3.38,1742.9,597454.0,573.7,13.32,1.39,14.71,72,0.204,1,28.8,31.8,25,6.8,63.3,poor,1.328,excellent,0,0.4041,0,0.2651,0,4.12
XB-20243609,Mangoes,Kano,Jos,12.0,8.52,9.92,8.89,2579.3,533674.0,308.7,6.92,0.97,7.89,96,0.082,1,22.2,28.0,20,8.0,82.0,fair,1.43,excellent,0,0.379,0,0.1617,0,3.29
XB-20243610,Tomatoes,Kano,Jos,12.0,8.52,9.92,8.89,858.6,304807.0,318.6,8.83,1.74,10.57,72,0.147,0,37.1,41.7,25,16.7,64.5,good,0.0,excellent,0,0.5042,0,0.2295,0,3.84
XB-20243611,Tomatoes,Onitsha,Jos,6.14,6.79,9.92,8.89,4931.9,1848444.0,591.8,12.15,0.17,12.31,72,0.171,0,32.0,36.4,25,11.4,67.5,good,0.0,fair,0,0.5393,1,0.5259,0,6.21
XB-20243612,Fresh Fish,Onitsha,Kaduna,6.14,6.79,10.52,7.44,2486.8,1634786.0,617.2,12.07,3.26,15.33,24,0.639,1,5.2,8.5,4,4.5,83.3,good,0.0,poor,1,0.3805,0,0.5456,1,6.36
XB-20243613,Strawberries,Port Harcourt,Zaria,4.82,7.04,11.08,7.71,2336.0,1792460.0,905.3,20.07,1.29,21.35,36,0.593,0,31.7,36.8,8,28.8,72.5,good,0.0,good,0,0.4847,1,0.351,0,4.81
XB-20243614,Strawberries,Zaria,Jos,11.08,7.71,9.92,8.89,3666.3,3089892.0,278.0,4.41,2.06,6.47,36,0.18,1,8.9,11.8,8,3.8,91.2,fair,1.392,excellent,0,0.3639,0,0.0813,0,2.65
XB-20243615,Mangoes,Kaduna,Onitsha,10.52,7.44,6.14,6.79,3245.6,605935.0,695.9,13.25,0.35,13.6,96,0.142,1,22.0,26.1,20,6.1,83.2,poor,2.833,fair,0,0.4551,0,0.4161,0,5.33
XB-20243616,Peppers,Kano,Jos,12.0,8.52,9.92,8.89,552.7,100847.0,335.3,5.34,3.95,9.29,96,0.097,1,21.6,25.7,22,3.7,80.0,good,0.0,fair,1,0.1766,0,0.3979,0,5.18
XB-20243617,Dairy,Port Harcourt,Ibadan,4.82,7.04,7.38,3.93,1155.1,510429.0,570.3,13.05,0.23,13.29,48,0.277,1,6.7,10.0,6,4.0,57.9,poor,2.995,good,0,0.2382,0,0.2632,0,4.11
XB-20243618,Peppers,Kano,Lagos,12.0,8.52,6.52,3.38,1085.9,207532.0,1321.1,28.75,0.31,29.06,96,0.303,0,28.4,33.7,22,11.7,65.9,fair,1.362,fair,1,0.5627,0,0.6154,1,6.92
XB-20243619,Dairy,Lagos,Kaduna,6.52,3.38,10.52,7.44,4881.3,2122593.0,880.4,13.66,0.31,13.97,48,0.291,1,5.3,7.9,6,1.9,65.1,fair,1.32,excellent,0,0.1512,0,0.0278,0,2.22
XB-20243620,Tomatoes,Lagos,Kano,6.52,3.38,12.0,8.52,2710.8,875559.0,1022.6,22.22,0.12,22.33,72,0.31,0,33.6,36.1,25,11.1,85.5,fair,0.699,good,2,0.586,1,0.4548,0,5.64
XB-20243621,Strawberries,Kano,Abuja,12.0,8.52,9.07,7.4,3999.9,3389874.0,539.5,12.43,1.34,13.77,36,0.382,1,10.2,14.7,8,6.7,87.9,fair,0.569,good,0,0.5101,0,0.3581,0,4.87
XB-20243622,Strawberries,Enugu,Onitsha,6.44,7.5,6.14,6.79,3551.5,2871886.0,120.7,2.45,1.92,4.37,36,0.121,1,8.3,11.4,8,3.4,72.7,good,0.0,excellent,0,0.1215,0,0.1359,0,3.09
XB-20243623,Dairy,Ibadan,Kaduna,7.38,3.93,10.52,7.44,3495.3,1449809.0,630.0,11.93,2.4,14.33,48,0.299,0,30.1,36.1,6,30.1,81.8,fair,0.584,good,1,0.4849,1,0.3181,0,4.54
XB-20243624,Strawberries,Lagos,Abuja,6.52,3.38,9.07,7.4,3863.6,3264240.0,823.7,15.08,1.59,16.67,36,0.463,0,32.5,34.9,8,26.9,72.3,poor,1.886,good,1,0.5758,1,0.3262,0,4.61
XB-20243625,Peppers,Jos,Abuja,9.92,8.89,9.07,7.4,1111.0,201797.0,284.5,6.55,0.21,6.76,96,0.07,1,23.9,27.0,22,5.0,83.6,fair,0.929,fair,0,0.2977,0,0.4939,0,5.95
XB-20243626,Tomatoes,Onitsha,Lagos,6.14,6.79,6.52,3.38,4554.9,1698912.0,523.6,9.61,1.86,11.47,72,0.159,0,32.6,37.4,25,12.4,71.4,poor,2.503,fair,0,0.4771,1,0.4601,0,5.68
XB-20243627,Tomatoes,Abuja,Kaduna,9.07,7.4,10.52,7.44,1169.4,425752.0,225.8,5.1,1.09,6.18,72,0.086,1,28.1,33.9,25,8.9,61.6,good,0.0,good,0,0.1602,0,0.1972,0,3.58
XB-20243628,Dairy,Kaduna,Onitsha,10.52,7.44,6.14,6.79,1370.1,615932.0,777.7,14.91,0.17,15.08,48,0.314,0,30.1,37.6,6,31.6,72.7,poor,2.409,excellent,0,0.6112,0,0.2649,0,4.12
XB-20243629,Strawberries,Port Harcourt,Enugu,4.82,7.04,6.44,7.5,2288.4,1953292.0,258.3,5.07,0.34,5.42,36,0.151,0,27.0,33.1,8,25.1,85.7,poor,2.311,good,0,0.672,1,0.4528,0,5.62
XB-20243630,Fresh Fish,Kano,Enugu,12.0,8.52,6.44,7.5,525.0,311401.0,861.4,17.98,1.45,19.43,24,0.81,1,7.1,14.8,4,10.8,72.9,poor,2.095,poor,0,0.6209,1,0.6781,0,7.42
XB-20243631,Peppers,Lagos,Abuja,6.52,3.38,9.07,7.4,2070.6,369405.0,648.3,11.6,0.36,11.96,96,0.125,1,25.4,30.1,22,8.1,76.2,good,0.0,good,0,0.215,0,0.1468,0,3.17
XB-20243632,Dairy,Port Harcourt,Abuja,4.82,7.04,9.07,7.4,4227.9,1830542.0,673.6,17.4,0.27,17.66,48,0.368,1,5.5,10.3,6,4.3,85.5,poor,2.677,excellent,0,0.3971,0,0.2341,0,3.87
XB-20243633,Dairy,Onitsha,Port Harcourt,6.14,6.79,4.82,7.04,2971.0,1290839.0,184.1,3.38,1.78,5.16,48,0.107,1,6.4,11.2,6,5.2,83.2,fair,1.052,good,0,0.2167,0,0.1919,0,3.54
XB-20243634,Tomatoes,Kaduna,Onitsha,10.52,7.44,6.14,6.79,714.4,252699.0,707.8,12.06,1.61,13.67,72,0.19,0,31.2,33.3,25,8.3,80.6,fair,1.16,good,2,0.5144,1,0.5241,0,6.19
XB-20243635,Leafy Greens,Enugu,Ibadan,6.44,7.5,7.38,3.93,4781.5,1297664.0,581.5,13.83,3.16,16.99,48,0.354,0,30.8,34.3,10,24.3,90.9,fair,0.924,excellent,0,0.7169,1,0.4675,1,5.74
XB-20243636,Peppers,Enugu,Kaduna,6.44,7.5,10.52,7.44,1872.9,321158.0,724.4,18.66,0.28,18.94,96,0.197,0,35.6,41.0,22,19.0,86.3,fair,1.411,poor,2,0.6091,1,0.7793,1,8.23
XB-20243637,Strawberries,Lagos,Port Harcourt,6.52,3.38,4.82,7.04,2032.4,1565758.0,706.4,20.16,0.3,20.46,36,0.568,1,9.6,17.6,8,9.6,57.2,fair,0.9,excellent,0,0.5169,1,0.2938,0,4.35
XB-20243638,Mangoes,Port Harcourt,Zaria,4.82,7.04,11.08,7.71,4079.3,867793.0,976.5,16.45,0.38,16.83,96,0.175,0,29.4,33.4,20,13.4,70.4,fair,0.938,fair,1,0.4524,0,0.5317,0,6.25
XB-20243639,Tomatoes,Kano,Kaduna,12.0,8.52,10.52,7.44,3876.2,1293181.0,314.1,5.15,0.53,5.67,72,0.079,1,27.5,29.8,25,4.8,60.6,good,0.0,fair,3,0.1281,0,0.5008,0,6.01
XB-20243640,Leafy Greens,Lagos,Enugu,6.52,3.38,6.44,7.5,700.8,188314.0,690.9,14.02,2.19,16.22,48,0.338,0,36.5,38.6,10,28.6,73.7,poor,2.537,fair,2,0.5301,0,0.5248,0,6.2
XB-20243641,Leafy Greens,Onitsha,Zaria,6.14,6.79,11.08,7.71,3470.6,988065.0,789.0,19.52,0.95,20.46,48,0.426,0,39.9,45.5,10,35.5,82.8,poor,2.228,fair,1,0.612,0,0.5718,1,6.57
XB-20243642,Mangoes,Onitsha,Kano,6.14,6.79,12.0,8.52,4176.9,912665.0,991.8,23.96,0.5,24.46,96,0.255,0,28.6,33.6,20,13.6,73.5,fair,0.997,good,0,0.604,1,0.468,0,5.74
XB-20243643,Leafy Greens,Ibadan,Zaria,7.38,3.93,11.08,7.71,3831.9,1124903.0,715.7,13.75,0.93,14.69,48,0.306,0,32.2,39.4,10,29.4,86.0,poor,2.392,excellent,0,0.5971,1,0.2846,0,4.28
XB-20243644,Fresh Fish,Kano,Enugu,12.0,8.52,6.44,7.5,1805.5,1041201.0,993.2,17.55,5.17,22.72,24,0.947,1,7.9,10.9,4,6.9,79.4,fair,1.492,excellent,0,0.4834,1,0.2222,0,3.78
XB-20243645,Strawberries,Lagos,Jos,6.52,3.38,9.92,8.89,898.6,775004.0,1124.7,18.56,1.16,19.71,36,0.548,1,9.3,12.6,8,4.6,86.8,poor,1.047,excellent,0,0.5183,0,0.2523,0,4.02
XB-20243646,Tomatoes,Port Harcourt,Kano,4.82,7.04,12.0,8.52,3132.9,1037053.0,1124.5,23.02,2.12,25.14,72,0.349,1,28.0,30.2,25,5.2,58.6,fair,1.169,good,0,0.3597,0,0.3623,0,4.9
XB-20243647,Leafy Greens,Zaria,Kano,11.08,7.71,12.0,8.52,1152.1,322902.0,165.0,3.72,1.47,5.19,48,0.108,0,27.3,30.5,10,20.5,69.7,good,0.0,poor,2,0.612,1,0.7119,1,7.7
XB-20243648,Fresh Fish,Onitsha,Ibadan,6.14,6.79,7.38,3.93,4481.1,2750568.0,545.6,10.16,0.71,10.87,24,0.453,0,34.2,40.7,4,36.7,90.8,poor,2.035,poor,1,0.7902,1,0.7959,1,8.37
XB-20243649,Mangoes,Port Harcourt,Lagos,4.82,7.04,6.52,3.38,1518.0,320267.0,563.1,10.74,0.84,11.58,96,0.121,1,21.0,27.8,20,7.8,69.5,poor,1.32,good,0,0.3361,0,0.2168,0,3.73
XB-20243650,Leafy Greens,Enugu,Kaduna,6.44,7.5,10.52,7.44,1443.4,385511.0,580.3,10.08,0.6,10.68,48,0.222,1,13.5,19.7,10,9.7,65.8,good,0.0,good,1,0.2657,0,0.2851,0,4.28
XB-20243651,Strawberries,Ibadan,Zaria,7.38,3.93,11.08,7.71,4784.9,3556335.0,800.5,13.75,0.34,14.09,36,0.391,0,29.5,34.2,8,26.2,78.3,fair,0.837,good,0,0.6765,1,0.4473,0,5.58
XB-20243652,Dairy,Abuja,Kano,9.07,7.4,12.0,8.52,1726.1,729540.0,517.3,10.27,0.29,10.56,48,0.22,1,9.2,15.6,6,9.6,57.7,poor,2.962,fair,0,0.3335,0,0.3429,0,4.74
XB-20243653,Tomatoes,Abuja,Lagos,9.07,7.4,6.52,3.38,3222.4,1172569.0,671.7,11.47,2.13,13.6,72,0.189,0,39.4,46.1,25,21.1,88.0,fair,1.2,poor,3,0.5899,1,0.8272,1,8.62
XB-20243654,Tomatoes,Lagos,Kano,6.52,3.38,12.0,8.52,570.3,208414.0,1011.9,24.55,2.76,27.31,72,0.379,0,37.5,44.7,25,19.7,82.3,poor,2.253,fair,1,0.6614,1,0.697,1,7.58
XB-20243655,Tomatoes,Kano,Abuja,12.0,8.52,9.07,7.4,830.7,303314.0,503.8,8.63,1.92,10.55,72,0.147,0,34.7,40.5,25,15.5,75.5,poor,2.789,good,0,0.5531,1,0.3197,0,4.56
XB-20243656,Fresh Fish,Enugu,Jos,6.44,7.5,9.92,8.89,3723.0,2450735.0,655.4,16.15,0.62,16.77,24,0.699,1,3.2,6.0,4,2.0,88.6,fair,0.79,good,0,0.3035,0,0.3025,0,4.42
XB-20243657,Fresh Fish,Jos,Ibadan,9.92,8.89,7.38,3.93,3345.8,1974025.0,756.7,11.73,1.47,13.21,24,0.55,0,35.5,40.1,4,36.1,55.0,fair,0.794,excellent,0,0.7027,1,0.2265,0,3.81
XB-20243658,Mangoes,Enugu,Ibadan,6.44,7.5,7.38,3.93,1957.6,367455.0,650.8,11.54,0.6,12.15,96,0.127,1,21.7,28.6,20,8.6,80.3,poor,2.143,good,1,0.3884,0,0.4301,0,5.44
XB-20243659,Dairy,Kaduna,Abuja,10.52,7.44,9.07,7.4,3379.4,1524159.0,232.1,4.75,0.36,5.11,48,0.106,0,32.4,38.0,6,32.0,57.8,poor,1.921,good,1,0.5396,0,0.4187,0,5.35
XB-20243660,Dairy,Onitsha,Ibadan,6.14,6.79,7.38,3.93,921.6,422832.0,453.3,8.55,0.29,8.84,48,0.184,0,39.4,42.1,6,36.1,66.9,good,0.0,poor,0,0.3841,0,0.4698,0,5.76
XB-20243661,Leafy Greens,Abuja,Lagos,9.07,7.4,6.52,3.38,3033.2,786530.0,798.7,15.2,0.54,15.74,48,0.328,1,10.8,15.1,10,5.1,85.1,poor,1.63,excellent,0,0.4847,0,0.2821,0,4.26
XB-20243662,Leafy Greens,Ibadan,Lagos,7.38,3.93,6.52,3.38,2372.5,658290.0,174.9,3.59,4.0,7.6,48,0.158,1,13.4,15.7,10,5.7,87.5,poor,1.416,good,0,0.5484,1,0.3445,0,4.76
XB-20243663,Dairy,Abuja,Lagos,9.07,7.4,6.52,3.38,3566.2,1646491.0,762.6,15.19,1.83,17.03,48,0.355,1,8.9,15.0,6,9.0,66.6,good,0.0,fair,0,0.312,0,0.2918,0,4.33
XB-20243664,Strawberries,Onitsha,Enugu,6.14,6.79,6.44,7.5,4870.3,4161834.0,108.2,2.94,2.8,5.75,36,0.16,0,38.9,40.9,8,32.9,77.9,fair,1.291,good,0,0.3986,0,0.2466,0,3.97
XB-20243665,Strawberries,Onitsha,Zaria,6.14,6.79,11.08,7.71,3801.8,3288050.0,712.6,15.33,0.01,15.33,36,0.426,0,27.6,33.7,8,25.7,74.7,good,0.0,good,0,0.5599,0,0.3985,0,5.19
XB-20243666,Leafy Greens,Jos,Port Harcourt,9.92,8.89,4.82,7.04,4804.3,1468143.0,803.8,18.83,0.53,19.36,48,0.403,1,12.1,14.2,10,4.2,79.1,good,0.0,fair,0,0.2088,0,0.3541,0,4.83
XB-20243667,Mangoes,Port Harcourt,Ibadan,4.82,7.04,7.38,3.93,714.0,153381.0,619.7,13.37,0.38,13.75,96,0.143,1,19.9,23.1,20,3.1,56.4,poor,2.808,excellent,0,0.2764,0,0.084,0,2.67
XB-20243668,Tomatoes,Kano,Ibadan,12.0,8.52,7.38,3.93,3868.1,1472785.0,1133.4,28.73,0.64,29.37,72,0.408,0,37.6,39.8,25,14.8,57.6,good,0.0,excellent,0,0.3922,0,0.2554,0,4.04
XB-20243669,Peppers,Zaria,Port Harcourt,11.08,7.71,4.82,7.04,3015.9,585824.0,1008.1,18.86,0.99,19.85,96,0.207,0,30.2,33.2,22,11.2,77.5,fair,0.846,fair,0,0.5685,1,0.4197,0,5.36
XB-20243670,Dairy,Ibadan,Port Harcourt,7.38,3.93,4.82,7.04,2576.3,1121720.0,563.2,11.43,0.43,11.85,48,0.247,1,4.9,11.6,6,5.6,89.5,fair,1.427,fair,0,0.4149,0,0.4415,0,5.53
XB-20243671,Leafy Greens,Kano,Abuja,12.0,8.52,9.07,7.4,4100.8,1209483.0,474.6,7.68,0.11,7.79,48,0.162,0,37.0,41.5,10,31.5,74.7,fair,0.935,good,3,0.4215,1,0.6619,1,7.29
XB-20243672,Tomatoes,Ibadan,Onitsha,7.38,3.93,6.14,6.79,3961.3,1286187.0,497.6,10.87,0.97,11.84,72,0.164,0,31.8,35.2,25,10.2,69.1,good,0.0,good,0,0.5303,0,0.3702,0,4.96
XB-20243673,Tomatoes,Kaduna,Lagos,10.52,7.44,6.52,3.38,1909.1,605722.0,798.3,21.94,1.43,23.37,72,0.325,1,26.3,30.0,25,5.0,57.7,good,0.0,poor,3,0.2673,0,0.6192,1,6.95
XB-20243674,Leafy Greens,Enugu,Lagos,6.44,7.5,6.52,3.38,4914.2,1313435.0,684.6,13.15,0.88,14.03,48,0.292,1,8.7,13.3,10,3.3,62.8,fair,1.361,poor,1,0.2433,0,0.4209,0,5.37
XB-20243675,Peppers,Ibadan,Lagos,7.38,3.93,6.52,3.38,1573.8,258568.0,141.4,3.99,3.84,7.83,96,0.082,1,23.4,28.3,22,6.3,92.0,poor,1.542,fair,0,0.5117,1,0.5407,0,6.33
XB-20243676,Leafy Greens,Abuja,Kaduna,9.07,7.4,10.52,7.44,215.2,61741.0,232.6,3.97,0.73,4.7,48,0.098,0,31.3,36.9,10,26.9,62.3,fair,1.334,fair,1,0.5796,1,0.5934,1,6.75
XB-20243677,Leafy Greens,Kaduna,Zaria,10.52,7.44,11.08,7.71,3837.3,1170131.0,101.5,2.54,0.77,3.32,48,0.069,1,9.2,14.6,10,4.6,85.8,fair,0.694,fair,1,0.1619,0,0.3016,0,4.41
XB-20243678,Dairy,Kaduna,Abuja,10.52,7.44,9.07,7.4,1159.4,525574.0,197.2,3.45,0.5,3.96,48,0.082,0,38.9,46.8,6,40.8,67.3,fair,0.84,fair,0,0.6376,1,0.4458,1,5.57
XB-20243679,Mangoes,Kano,Zaria,12.0,8.52,11.08,7.71,3377.4,649873.0,182.4,3.79,0.32,4.12,96,0.043,0,36.6,39.1,20,19.1,68.6,fair,1.297,poor,0,0.4546,0,0.4182,0,5.35
XB-20243680,Tomatoes,Kaduna,Zaria,10.52,7.44,11.08,7.71,848.6,269243.0,109.2,2.58,1.02,3.6,72,0.05,1,25.4,28.0,25,3.0,81.8,good,0.0,good,0,0.113,0,0.0464,0,2.37
XB-20243681,Fresh Fish,Port Harcourt,Abuja,4.82,7.04,9.07,7.4,4437.4,2666532.0,604.0,13.4,2.27,15.67,24,0.653,1,5.3,11.9,4,7.9,68.7,poor,2.395,fair,2,0.6039,1,0.6566,1,7.25
